rank,percentile_rank,book_id,title,author,rating,rating_category,rating_tier,is_high_rated,title_length,title_complexity,word_count,author_count,author_name_length,has_series_info,series_number,title_type,has_subtitle,has_middle_name,estimated_popularity
1244,40.9,17555774,I'd Rather Be Riding My Bike,Eric Pinder,4.13,Excellent,Tier_6,True,28,Moderate,6,1,11,False,,Standard,False,False,Average
1245,40.9,222515576,"Just Say Yes (King Family, #5)",Lena Hendrix,4.13,Excellent,Tier_6,True,30,Moderate,6,1,12,True,5.0,Series,False,False,Average
1246,40.9,163014,Ka: Stories of the Mind and Gods of India,Roberto Calasso,4.13,Excellent,Tier_6,True,41,Complex,9,1,15,False,,Subtitle,True,False,Average
1247,41.0,27272420,"Like Lions (Bull Mountain, #2)",Brian Panowich,4.13,Excellent,Tier_6,True,30,Moderate,5,1,14,True,2.0,Series,False,False,Average
1248,41.0,78876,"Maskerade (Discworld, #18; Witches, #5)",Terry Pratchett,4.13,Excellent,Tier_6,True,39,Moderate,5,1,15,True,18.0,Series,False,False,Average
1249,41.0,164006,Memoirs of a Dutiful Daughter,Simone de Beauvoir,4.13,Excellent,Tier_6,True,29,Moderate,5,1,18,False,,Standard,False,True,Average
1250,41.1,201341,"Mossflower (Redwall, #2)",Brian Jacques,4.13,Excellent,Tier_6,True,24,Moderate,3,1,13,True,2.0,Series,False,False,Average
1251,41.1,479309,"Naked in Death (In Death, #1)",J.D. Robb,4.13,Excellent,Tier_6,True,29,Moderate,6,1,9,True,1.0,Series,False,False,Average
1252,41.1,13360101,"Never Seduce a Scot (The Montgomerys and Armstrongs, #1)",Maya Banks,4.13,Excellent,Tier_6,True,56,Complex,9,1,10,True,1.0,Series,False,False,Average
1253,41.1,77259,"O Jerusalem (Mary Russell and Sherlock Holmes, #5)",Laurie R. King,4.13,Excellent,Tier_6,True,50,Complex,8,1,14,True,5.0,Series,False,True,Average
1254,41.2,76658,On a Pale Horse (Incarnations of Immortality #1),Piers Anthony,4.13,Excellent,Tier_6,True,48,Complex,8,1,13,True,1.0,Series,False,False,Average
1255,41.2,355190,Orientalism,Edward W. Said,4.13,Excellent,Tier_6,True,11,Simple,1,1,14,False,,Standard,False,True,Average
1256,41.2,156427,"Psycho (Psycho, #1)",Robert Bloch,4.13,Excellent,Tier_6,True,19,Simple,3,1,12,True,1.0,Series,False,False,Average
1257,41.3,11532160,"Requiem (Providence, #2)",Jamie McGuire,4.13,Excellent,Tier_6,True,24,Moderate,3,1,13,True,2.0,Series,False,False,Average
1258,41.3,331256,Roadside Picnic,Arkady Strugatsky,4.13,Excellent,Tier_6,True,15,Simple,2,1,17,False,,Standard,False,False,Average
1259,41.3,615225,"Sharpe's Devil (Sharpe, #22)",Bernard Cornwell,4.13,Excellent,Tier_6,True,28,Moderate,4,1,16,True,22.0,Series,False,False,Average
1260,41.4,11337,The Bluest Eye,Toni Morrison,4.13,Excellent,Tier_6,True,14,Simple,3,1,13,False,,Standard,False,False,Average
1261,41.4,297249,"The Boxcar Children (The Boxcar Children, #1)",Gertrude Chandler Warner,4.13,Excellent,Tier_6,True,45,Complex,7,1,24,True,1.0,Series,False,True,Average
1262,41.4,199280824,The Consequence of Anna,Kate Birkin,4.13,Excellent,Tier_6,True,23,Moderate,4,1,11,False,,Standard,False,False,Average
1263,41.5,16065538,"The Eye of God (Sigma Force, #9)",James Rollins,4.13,Excellent,Tier_6,True,32,Moderate,7,1,13,True,9.0,Series,False,False,Average
1264,41.5,1972634,"The Frozen Echo: Greenland and the Exploration of North America, ca. A.D. 1000-1500",Kirsten A. Seaver,4.13,Excellent,Tier_6,True,83,Very Complex,13,1,17,False,,Subtitle,True,True,Average
1265,41.5,31341685,The Goddess Prophecies #1-3,Araya Evermore,4.13,Excellent,Tier_6,True,27,Moderate,4,1,14,False,1.0,Standard,False,False,Average
1266,41.6,33230889,"The Good Daughter (Good Daughter, #1)",Karin Slaughter,4.13,Excellent,Tier_6,True,37,Moderate,6,1,15,True,1.0,Series,False,False,Average
1267,41.6,9918128,"The Hidden (The Hollow, #3)",Jessica Verday,4.13,Excellent,Tier_6,True,27,Moderate,5,1,14,True,3.0,Series,False,False,Average
1268,41.6,24830,The Illustrated Man,Ray Bradbury,4.13,Excellent,Tier_6,True,19,Simple,3,1,12,False,,Standard,False,False,Average
1269,41.7,6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.13,Excellent,Tier_6,True,36,Moderate,6,1,14,False,,Standard,False,False,Average
1270,41.7,61720087,The Irish Boarding House (The Irish Boarding House #1),Sandy Taylor,4.13,Excellent,Tier_6,True,54,Complex,9,1,12,True,1.0,Series,False,False,Average
1271,41.7,5297,The Picture of Dorian Gray,Oscar Wilde,4.13,Excellent,Tier_6,True,26,Moderate,5,1,11,False,,Standard,False,False,Average
1272,41.8,12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.13,Excellent,Tier_6,True,61,Very Complex,14,1,14,False,,Subtitle,True,False,Average
1273,41.8,13650513,The Problem of Pain,C.S. Lewis,4.13,Excellent,Tier_6,True,19,Simple,4,1,10,False,,Standard,False,False,Average
1274,41.8,7684939,"The Scarab Path (Shadows of the Apt, #5)",Adrian Tchaikovsky,4.13,Excellent,Tier_6,True,40,Moderate,8,1,18,True,5.0,Series,False,False,Average
1275,41.9,59221559,The Shadow Sect (Netherdei #1),Peter Hackshaw,4.13,Excellent,Tier_6,True,30,Moderate,5,1,14,True,1.0,Series,False,False,Average
1276,41.9,133784,The Sunflower,Richard Paul Evans,4.13,Excellent,Tier_6,True,13,Simple,2,1,18,False,,Standard,False,True,Average
1277,41.9,89370,The Tao of Pooh and The Te of Piglet,Benjamin Hoff,4.13,Excellent,Tier_6,True,36,Moderate,9,1,13,False,,Standard,False,False,Average
1278,42.0,55539565,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,4.13,Excellent,Tier_6,True,53,Complex,10,1,13,False,,Subtitle,True,True,Average
1279,42.0,13253276,"Through the Ever Night (Under the Never Sky, #2)",Veronica Rossi,4.13,Excellent,Tier_6,True,48,Complex,9,1,14,True,2.0,Series,False,False,Average
1280,42.0,136636,"Thunderhead (Nora Kelly, #0A)",Douglas Preston,4.13,Excellent,Tier_6,True,29,Moderate,4,1,15,False,0.0,Standard,False,False,Average
1281,42.1,91873,Two or Three Things I Know for Sure,Dorothy Allison,4.13,Excellent,Tier_6,True,35,Moderate,8,1,15,False,,Standard,False,False,Average
1282,42.1,129618,"Until You (Westmoreland, #3)",Judith McNaught,4.13,Excellent,Tier_6,True,28,Moderate,4,1,15,True,3.0,Series,False,False,Average
1283,42.1,19352995,Лезвие бритвы,Иван Ефремов,4.13,Excellent,Tier_6,True,13,Simple,2,1,12,False,,Standard,False,False,Average
1284,42.2,9862761,1493: Uncovering the New World Columbus Created,Charles C. Mann,4.12,Excellent,Tier_6,True,47,Complex,7,1,15,False,,Subtitle,True,True,Average
1285,42.2,4606874,A Morte Melancólica do Rapaz Ostra & Outras Estórias,Tim Burton,4.12,Excellent,Tier_6,True,52,Complex,9,1,10,False,,Standard,False,False,Average
1286,42.2,32542,"A Time to Kill (Jake Brigance, #1)",John Grisham,4.12,Excellent,Tier_6,True,34,Moderate,7,1,12,True,1.0,Series,False,False,Average
1287,42.3,260352,"Acid Dreams: The CIA, LSD and the Sixties Rebellion",Martin A. Lee,4.12,Excellent,Tier_6,True,51,Complex,9,1,13,False,,Subtitle,True,True,Average
1288,42.3,16301,Agatha Christie: An Autobiography,Agatha Christie,4.12,Excellent,Tier_6,True,33,Moderate,4,1,15,False,,Subtitle,True,False,Average
1289,42.3,35476,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,4.12,Excellent,Tier_6,True,72,Very Complex,15,1,16,False,,Subtitle,True,True,Average
1290,42.4,61190770,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,4.12,Excellent,Tier_6,True,20,Simple,2,1,24,False,,Standard,False,True,Average
1291,42.4,720298,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,4.12,Excellent,Tier_6,True,81,Very Complex,13,1,14,False,,Subtitle,True,False,Average
1292,42.4,13618440,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",Laini Taylor,4.12,Excellent,Tier_6,True,56,Complex,11,1,12,True,3.0,Series,False,False,Average
1293,42.5,17828418,"Fixed on You (Fixed, #1)",Laurelin Paige,4.12,Excellent,Tier_6,True,24,Moderate,5,1,14,True,1.0,Series,False,False,Average
1294,42.5,10832473,"HIDDEN MICKEY 3: Wolf! The Legend of Tom Sawyer's Island (Hidden Mickey, #3)",Nancy Temple Rodrigue,4.12,Excellent,Tier_6,True,76,Very Complex,13,1,21,True,3.0,Series_Subtitle,True,True,Average
1295,42.5,35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,4.12,Excellent,Tier_6,True,82,Very Complex,15,1,17,False,,Subtitle,True,False,Average
1296,42.6,1425569,Kein Keks für Kobolde,Cornelia Funke,4.12,Excellent,Tier_6,True,21,Moderate,4,1,14,False,,Standard,False,False,Average
1297,42.6,57361474,Local Woman Missing,Mary Kubica,4.12,Excellent,Tier_6,True,19,Simple,3,1,11,False,,Standard,False,False,Average
1298,42.6,1397673,Mar Morto,Jorge Amado,4.12,Excellent,Tier_6,True,9,Simple,2,1,11,False,,Standard,False,False,Average
1299,42.7,15725379,Miss Buncle's Book (Miss Buncle #1),D.E. Stevenson,4.12,Excellent,Tier_6,True,35,Moderate,6,1,14,True,1.0,Series,False,False,Average
1300,42.7,7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.12,Excellent,Tier_6,True,33,Moderate,5,1,15,True,3.0,Series,False,False,Average
1301,42.7,110265,Mountain Man,Vardis Fisher,4.12,Excellent,Tier_6,True,12,Simple,2,1,13,False,,Standard,False,False,Average
1302,42.8,2036659,My Sister Jodie,Jacqueline Wilson,4.12,Excellent,Tier_6,True,15,Simple,3,1,17,False,,Standard,False,False,Average
1303,42.8,221981311,"Never Your Girl (Western Wildcats Hockey, #7)",Jennifer Sucevic,4.12,Excellent,Tier_6,True,45,Complex,7,1,16,True,7.0,Series,False,False,Average
1304,42.8,320,One Hundred Years of Solitude,Gabriel García Márquez,4.12,Excellent,Tier_6,True,29,Moderate,5,1,22,False,,Standard,False,True,Average
1305,42.9,15742663,"Perfect Timing (Kendrick/Coulter/Harrigan, #11)",Catherine Anderson,4.12,Excellent,Tier_6,True,47,Complex,4,1,18,True,11.0,Series,False,False,Average
1306,42.9,18884,Polgara the Sorceress,David Eddings,4.12,Excellent,Tier_6,True,21,Moderate,3,1,13,False,,Standard,False,False,Average
1307,42.9,51852191,"Rage and Ruin (The Harbinger, #2)",Jennifer L. Armentrout,4.12,Excellent,Tier_6,True,33,Moderate,6,1,22,True,2.0,Series,False,True,Average
1308,43.0,32802595,"Record of a Spaceborn Few (Wayfarers, #3)",Becky Chambers,4.12,Excellent,Tier_6,True,41,Complex,7,1,14,True,3.0,Series,False,False,Average
1309,43.0,28421168,"Renegades (Renegades, #1)",Marissa Meyer,4.12,Excellent,Tier_6,True,25,Moderate,3,1,13,True,1.0,Series,False,False,Average
1310,43.0,29090898,"Resonance (The Fray Theory, #1)",Nelou Keramati,4.12,Excellent,Tier_6,True,31,Moderate,5,1,14,True,1.0,Series,False,False,Average
1311,43.1,94093,Space-time and beyond : toward an explanation of the unexplainable,Bob Toben,4.12,Excellent,Tier_6,True,66,Very Complex,10,1,9,False,,Subtitle,True,False,Average
1312,43.1,61885029,Starter Villain,John Scalzi,4.12,Excellent,Tier_6,True,15,Simple,2,1,11,False,,Standard,False,False,Average
1313,43.1,56077,"Sweet Thursday (Cannery Row, #2)",John Steinbeck,4.12,Excellent,Tier_6,True,32,Moderate,5,1,14,True,2.0,Series,False,False,Average
1314,43.2,67931,The Analyst,John Katzenbach,4.12,Excellent,Tier_6,True,11,Simple,2,1,15,False,,Standard,False,False,Average
1315,43.2,59986018,"The Book of Azrael (Gods & Monsters, #1)",Amber V. Nicole,4.12,Excellent,Tier_6,True,40,Moderate,8,1,15,True,1.0,Series,False,True,Average
1316,43.2,36498092,The Book of Iudex (The Paralleled Series 1),Tachina Eva,4.12,Excellent,Tier_6,True,43,Complex,8,1,11,False,,Standard,False,False,Average
1317,43.3,28692237,"The Broken Heavens (Worldbreaker Saga, #3)",Kameron Hurley,4.12,Excellent,Tier_6,True,42,Complex,6,1,14,True,3.0,Series,False,False,Average
1318,43.3,11870085,The Fault in Our Stars,John Green,4.12,Excellent,Tier_6,True,22,Moderate,5,1,10,False,,Standard,False,False,Average
1319,43.3,88335,"The Golden Spruce: A True Story of Myth, Madness, and Greed",John Vaillant,4.12,Excellent,Tier_6,True,59,Complex,11,1,13,False,,Subtitle,True,False,Average
1320,43.3,59263,"The Golem's Eye (Bartimaeus, #2)",Jonathan Stroud,4.12,Excellent,Tier_6,True,32,Moderate,5,1,15,True,2.0,Series,False,False,Average
1321,43.4,658,The Kingdom of God Is Within You,Leo Tolstoy,4.12,Excellent,Tier_6,True,32,Moderate,7,1,11,False,,Standard,False,False,Average
1322,43.4,53710754,"The Missing Prince (Ranger's Apprentice: The Royal Ranger, #4)",John Flanagan,4.12,Excellent,Tier_6,True,62,Very Complex,9,1,13,True,4.0,Series_Subtitle,True,False,Average
1323,43.4,102564,The Mysterious Stranger,Mark Twain,4.12,Excellent,Tier_6,True,23,Moderate,3,1,10,False,,Standard,False,False,Average
1324,43.5,22297138,"The Novice (Summoner, #1)",Taran Matharu,4.12,Excellent,Tier_6,True,25,Moderate,4,1,13,True,1.0,Series,False,False,Average
1325,43.5,108229,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.12,Excellent,Tier_6,True,54,Complex,11,1,16,False,,Subtitle,True,False,Average
1326,43.5,393145,The Riddle (The Books of Pellinor #2),Alison Croggon,4.12,Excellent,Tier_6,True,37,Moderate,7,1,14,True,2.0,Series,False,False,Average
1327,43.6,10104,The Six Wives of Henry VIII,Alison Weir,4.12,Excellent,Tier_6,True,27,Moderate,6,1,11,False,,Standard,False,False,Average
1328,43.6,77207,"The Story of the Stone (The Chronicles of Master Li and Number Ten Ox, #2)",Barry Hughart,4.12,Excellent,Tier_6,True,74,Very Complex,15,1,13,True,2.0,Series,False,False,Average
1329,43.6,950986,"The Struggle for Mastery in Europe, 1848-1918",A.J.P. Taylor,4.12,Excellent,Tier_6,True,45,Complex,7,1,13,False,,Standard,False,False,Average
1330,43.7,22632,The Trial and Death of Socrates,Plato,4.12,Excellent,Tier_6,True,31,Moderate,6,1,5,False,,Standard,False,False,Average
1331,43.7,39893545,"The Vanishing Stair (Truly Devious, #2)",Maureen Johnson,4.12,Excellent,Tier_6,True,39,Moderate,6,1,15,True,2.0,Series,False,False,Average
1332,43.7,23257520,The Wedding: One Night with the Prince: A Bonus Chapter,T.M. Mendes,4.12,Excellent,Tier_6,True,55,Complex,10,1,11,False,,Subtitle,True,False,Average
1333,43.8,220970,"Tripwire  (Jack Reacher, #3)",Lee Child,4.12,Excellent,Tier_6,True,28,Moderate,4,1,9,True,3.0,Series,False,False,Average
1334,43.8,16036975,Undone,Cat Clarke,4.12,Excellent,Tier_6,True,6,Simple,1,1,10,False,,Standard,False,False,Average
1335,43.8,43889,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,4.12,Excellent,Tier_6,True,40,Moderate,7,1,14,True,1.0,Series,False,False,Average
1336,43.9,6215512,Λωξάντρα,Μαρία Ιορδανίδου,4.12,Excellent,Tier_6,True,8,Simple,1,1,16,False,,Standard,False,False,Average
1337,43.9,33668,"4th of July (Women's Murder Club, #4)",James  Patterson,4.11,Excellent,Tier_6,True,37,Moderate,7,1,16,True,4.0,Series,False,False,Average
1338,43.9,1148385,"Ash: A Secret History (Book of Ash, #1-4)",Mary Gentle,4.11,Excellent,Tier_6,True,41,Complex,8,1,11,False,1.0,Subtitle,True,False,Average
1339,44.0,2161733,"Child 44 (Leo Demidov, #1)",Tom Rob Smith,4.11,Excellent,Tier_6,True,26,Moderate,5,1,13,True,1.0,Series,False,True,Average
1340,44.0,35796008,"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,4.11,Excellent,Tier_6,True,39,Moderate,7,1,15,True,1.0,Series,False,True,Average
1341,44.0,93517,Dragon Seed,Pearl S. Buck,4.11,Excellent,Tier_6,True,11,Simple,2,1,13,False,,Standard,False,True,Average
1342,44.1,23438288,"Flawed (Flawed, #1)",Cecelia Ahern,4.11,Excellent,Tier_6,True,19,Simple,3,1,13,True,1.0,Series,False,False,Average
1343,44.1,144407710,"Free Me (WITSEC, #4)",Ashley N. Rostek,4.11,Excellent,Tier_6,True,20,Simple,4,1,16,True,4.0,Series,False,True,Average
1344,44.1,43930,Gone for Good,Harlan Coben,4.11,Excellent,Tier_6,True,13,Simple,3,1,12,False,,Standard,False,False,Average
1345,44.2,189811,"King of the Murgos (The Malloreon, #2)",David Eddings,4.11,Excellent,Tier_6,True,38,Moderate,7,1,13,True,2.0,Series,False,False,Average
1346,44.2,20486202,"Kľúč (Kruh, #3)",Mats Strandberg,4.11,Excellent,Tier_6,True,15,Simple,3,1,15,True,3.0,Series,False,False,Average
1347,44.2,12687461,"Locked On (Jack Ryan Jr, #3; Jack Ryan Universe, #14)",Tom Clancy,4.11,Excellent,Tier_6,True,53,Complex,10,1,10,True,3.0,Series,False,False,Average
1348,44.3,372812,Love in a Cold Climate and Other Novels,Nancy Mitford,4.11,Excellent,Tier_6,True,39,Moderate,8,1,13,False,,Standard,False,False,Average
1349,44.3,34898,"My Father's Dragon (My Father's Dragon, #1)",Ruth Stiles Gannett,4.11,Excellent,Tier_6,True,43,Complex,7,1,19,True,1.0,Series,False,True,Average
1350,44.3,15505346,"On the Island (On the Island, #1)",Tracey Garvis Graves,4.11,Excellent,Tier_6,True,33,Moderate,7,1,20,True,1.0,Series,False,True,Average
1351,44.4,39799,"One Step Behind  (Kurt Wallander, #7)",Henning Mankell,4.11,Excellent,Tier_6,True,37,Moderate,6,1,15,True,7.0,Series,False,False,Average
1352,44.4,9263,Stand Still Like the Hummingbird,Henry Miller,4.11,Excellent,Tier_6,True,32,Moderate,5,1,12,False,,Standard,False,False,Average
1353,44.4,234184,"Stone of Tears (Sword of Truth, #2)",Terry Goodkind,4.11,Excellent,Tier_6,True,35,Moderate,7,1,14,True,2.0,Series,False,False,Average
1354,44.5,374388,Testament of Youth,Vera Brittain,4.11,Excellent,Tier_6,True,18,Simple,3,1,13,False,,Standard,False,False,Average
1355,44.5,23711387,The Bad Girl and the Good Boy,Karla Luna,4.11,Excellent,Tier_6,True,29,Moderate,7,1,10,False,,Standard,False,False,Average
1356,44.5,6979404,The Fifth Agreement,Miguel Ruiz,4.11,Excellent,Tier_6,True,19,Simple,3,1,11,False,,Standard,False,False,Average
1357,44.6,5137,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.11,Excellent,Tier_6,True,58,Complex,10,1,14,False,,Subtitle,True,False,Average
1358,44.6,762390,The Hour of the Star,Clarice Lispector,4.11,Excellent,Tier_6,True,20,Simple,5,1,17,False,,Standard,False,False,Average
1359,44.6,10842223,The Incal,Alejandro Jodorowsky,4.11,Excellent,Tier_6,True,9,Simple,2,1,20,False,,Standard,False,False,Average
1360,44.7,50523477,"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,4.11,Excellent,Tier_6,True,45,Complex,7,1,10,True,1.0,Series,False,False,Average
1361,44.7,15047,The Passion,Jeanette Winterson,4.11,Excellent,Tier_6,True,11,Simple,2,1,18,False,,Standard,False,False,Average
1362,44.7,133782,The Sunflower: On the Possibilities and Limits of Forgiveness,Simon Wiesenthal,4.11,Excellent,Tier_6,True,61,Very Complex,9,1,16,False,,Subtitle,True,False,Average
1363,44.8,34080,The Waste Land,T.S. Eliot,4.11,Excellent,Tier_6,True,14,Simple,3,1,10,False,,Standard,False,False,Average
1364,44.8,3392089,"The Winter Sea (Slains, #1)",Susanna Kearsley,4.11,Excellent,Tier_6,True,27,Moderate,5,1,16,True,1.0,Series,False,False,Average
1365,44.8,15954540,"The Wretched of Muirwood (Legends of Muirwood, #1)",Jeff Wheeler,4.11,Excellent,Tier_6,True,50,Complex,8,1,12,True,1.0,Series,False,False,Average
1366,44.9,28247,"Voice of the Gods (Age of the Five, #3)",Trudi Canavan,4.11,Excellent,Tier_6,True,39,Moderate,9,1,13,True,3.0,Series,False,False,Average
1367,44.9,30226,"A Stroke of Midnight (Merry Gentry, #4)",Laurell K. Hamilton,4.1,Excellent,Tier_6,True,39,Moderate,7,1,19,True,4.0,Series,False,True,Average
1368,44.9,311150,Arabella,Georgette Heyer,4.1,Excellent,Tier_6,True,8,Simple,1,1,15,False,,Standard,False,False,Average
1369,45.0,189802,Belgarath the Sorcerer,David Eddings,4.1,Excellent,Tier_6,True,22,Moderate,3,1,13,False,,Standard,False,False,Average
1370,45.0,6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,4.1,Excellent,Tier_6,True,32,Moderate,6,1,17,True,1.0,Series,False,False,Average
1371,45.0,8705784,"Born at Midnight (Shadow Falls, #1)",C.C. Hunter,4.1,Excellent,Tier_6,True,35,Moderate,6,1,11,True,1.0,Series,False,False,Average
1372,45.1,6690,Danny the Champion of the World,Roald Dahl,4.1,Excellent,Tier_6,True,31,Moderate,6,1,10,False,,Standard,False,False,Average
1373,45.1,127584,"Dragonquest (Dragonriders of Pern, #2)",Anne McCaffrey,4.1,Excellent,Tier_6,True,38,Moderate,5,1,14,True,2.0,Series,False,False,Average
1374,45.1,205218,Ethics,Baruch Spinoza,4.1,Excellent,Tier_6,True,6,Simple,1,1,14,False,,Standard,False,False,Average
1375,45.2,46890,Ex Libris: Confessions of a Common Reader,Anne Fadiman,4.1,Excellent,Tier_6,True,41,Complex,7,1,12,False,,Subtitle,True,False,Average
1376,45.2,1943690,Farewell,Carlos Drummond de Andrade,4.1,Excellent,Tier_6,True,8,Simple,1,1,26,False,,Standard,False,True,Average
1377,45.2,8252,"Farmer Boy (Little House, #2)",Laura Ingalls Wilder,4.1,Excellent,Tier_6,True,29,Moderate,5,1,20,True,2.0,Series,False,True,Average
1378,45.3,1382867,Great Maria,Cecelia Holland,4.1,Excellent,Tier_6,True,11,Simple,2,1,15,False,,Standard,False,False,Average
1379,45.3,684559,"Little Town in the Ozarks (Little House: The Rose Years, #5)",Roger Lea MacBride,4.1,Excellent,Tier_6,True,60,Complex,11,1,18,True,5.0,Series_Subtitle,True,True,Average
1380,45.3,17340050,"Losing Hope (Hopeless, #2)",Colleen Hoover,4.1,Excellent,Tier_6,True,26,Moderate,4,1,14,True,2.0,Series,False,False,Average
1381,45.4,44890081,My Dark Vanessa,Kate Elizabeth Russell,4.1,Excellent,Tier_6,True,15,Simple,3,1,22,False,,Standard,False,True,Average
1382,45.4,22341263,"My Sister's Grave (Tracy Crosswhite, #1)",Robert Dugoni,4.1,Excellent,Tier_6,True,40,Moderate,6,1,13,True,1.0,Series,False,False,Average
1383,45.4,4138,Naked,David Sedaris,4.1,Excellent,Tier_6,True,5,Simple,1,1,13,False,,Standard,False,False,Average
1384,45.5,14060046,Obsession,Jennifer L. Armentrout,4.1,Excellent,Tier_6,True,9,Simple,1,1,22,False,,Standard,False,True,Average
1385,45.5,69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,4.1,Excellent,Tier_6,True,18,Simple,4,1,18,False,,Standard,False,True,Average
1386,45.5,31447045,Saltwater,Cathy McLennan,4.1,Excellent,Tier_6,True,9,Simple,1,1,14,False,,Standard,False,False,Average
1387,45.6,550571,"Segu (Ségou, #1)",Maryse Condé,4.1,Excellent,Tier_6,True,16,Simple,3,1,12,True,1.0,Series,False,False,Average
1388,45.6,4707121,Shiloh,Shelby Foote,4.1,Excellent,Tier_6,True,6,Simple,1,1,12,False,,Standard,False,False,Average
1389,45.6,25146403,The Assiduous Quest of Tobias Hopkins: Part Three: The Dutchman,James Faro,4.1,Excellent,Tier_6,True,63,Very Complex,10,1,10,False,,Subtitle,True,False,Average
1390,45.6,1295,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.1,Excellent,Tier_6,True,48,Complex,9,1,12,True,1.0,Series,False,True,Average
1391,45.7,17913848,"The Color of Vengeance (The Ties That Bind, #2)",Rob J. Hayes,4.1,Excellent,Tier_6,True,47,Complex,9,1,12,True,2.0,Series,False,True,Average
1392,45.7,44327636,"The First Step (A Thousand Li, #1)",Tao Wong,4.1,Excellent,Tier_6,True,34,Moderate,7,1,8,True,1.0,Series,False,False,Average
1393,45.7,18423,The Left Hand of Darkness,Ursula K. Le Guin,4.1,Excellent,Tier_6,True,25,Moderate,5,1,17,False,,Standard,False,True,Average
1394,45.8,39242,The Milagro Beanfield War,John     Nichols,4.1,Excellent,Tier_6,True,25,Moderate,4,1,16,False,,Standard,False,False,Average
1395,45.8,57778,The Moon's a Balloon,David  Niven,4.1,Excellent,Tier_6,True,20,Simple,4,1,12,False,,Standard,False,False,Average
1396,45.8,455517,The Problem of Divine Foreknowledge and Future Contingents from Aristotle to Suarez,William Lane Craig,4.1,Excellent,Tier_6,True,83,Very Complex,12,1,18,False,,Standard,False,True,Average
1397,45.9,1660845,The Sheep-pig,Dick King-Smith,4.1,Excellent,Tier_6,True,13,Simple,2,1,15,False,,Standard,False,False,Average
1398,45.9,452298,"The Simpsons: A Complete Guide to Our Favorite Family (The Simpsons: A Complete Guide to Our Favorite Family, #1)",Matt Groening,4.1,Excellent,Tier_6,True,113,Very Complex,19,1,13,True,1.0,Series_Subtitle,True,False,Average
1399,45.9,26173407,"The Threat Below (Brathius History, #1)",Jason Latshaw,4.1,Excellent,Tier_6,True,39,Moderate,6,1,13,True,1.0,Series,False,False,Average
1400,46.0,11901,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.1,Excellent,Tier_6,True,52,Complex,9,1,9,True,1.0,Series,False,False,Average
1401,46.0,311182,"These Old Shades (Alastair-Audley, #1)",Georgette Heyer,4.1,Excellent,Tier_6,True,38,Moderate,5,1,15,True,1.0,Series,False,False,Average
1402,46.0,5726135,View Points and Points of View: A 'Phoetry Book' from Cornwall,Clive Blake,4.1,Excellent,Tier_6,True,62,Very Complex,11,1,11,False,,Subtitle,True,False,Average
1403,46.1,11201194,Αρνούμαι,Αντώνης Σαμαράκης,4.1,Excellent,Tier_6,True,8,Simple,1,1,17,False,,Standard,False,False,Average
1404,46.1,43706466,10 Minutes 38 Seconds in This Strange World,Elif Shafak,4.09,Excellent,Tier_6,True,43,Complex,8,1,11,False,,Standard,False,False,Average
1405,46.1,5326,A Christmas Carol,Charles Dickens,4.09,Excellent,Tier_6,True,17,Simple,3,1,15,False,,Standard,False,False,Average
1406,46.2,61834,A Night to Remember,Walter Lord,4.09,Excellent,Tier_6,True,19,Simple,4,1,11,False,,Standard,False,False,Average
1407,46.2,30008834,"A Perilous Undertaking (Veronica Speedwell, #2)",Deanna Raybourn,4.09,Excellent,Tier_6,True,47,Complex,6,1,15,True,2.0,Series,False,False,Average
1408,46.2,5527,All the King's Men,Robert Penn Warren,4.09,Excellent,Tier_6,True,18,Simple,4,1,18,False,,Standard,False,True,Average
1409,46.3,30075662,"Aurora Rising (The Aurora Cycle, #1)",Amie Kaufman,4.09,Excellent,Tier_6,True,36,Moderate,6,1,12,True,1.0,Series,False,False,Average
1410,46.3,13162223,Bentwhistle the Dragon in a Threat from the Past,Paul Cude,4.09,Excellent,Tier_6,True,48,Complex,9,1,9,False,,Standard,False,False,Average
1411,46.3,15721908,"Buda 8 (Buddha, #8)",Osamu Tezuka,4.09,Excellent,Tier_6,True,19,Simple,4,1,12,True,8.0,Series,False,False,Average
